"uber_name","uber_write","uber_date","page_num","threads","links","tot_pop","pop_per_thread","uber_write_filtered"
"DelaJoe","It comes down to liability coverages  Your personal policy has these coverages  As long as you put the claim in with Uber if you had passengers in the car or your personal insurance if you did not then you are fine  Your insurance company will tell you that you have to have this coverage but in reality you do not  You are putting a lot more miles on your car and you are driving at strange times late night where the chance for an accident are higher   Paying an extra 1000 for car insurance is not worth it in my opinion  If I was forced to do it then I would retire from Uber driving and I think most other people would as well  Consider people that deliver pizzas  They dont pay anymore for insurance  You dont tell the insurance company  It is as simple as that  If they asksay no I do not drive rideshareIf they want to crackdown on this Uber can simply report all of us to our insurance companies or double check with our insurance companies that we have the appropriate coverages  But they dont want to reduce their driving forceThe simple solution here is for Uber to work with insurance companies and come up with reasonable risk policies that are affordable  If not the whole thing will fall apartIf you consider the riskthese are LIFETIME oddsThe odds of dying in a car crash in Maryland are 1 in 12750The odds of being involved in a car crash with fatalities is 1 in 6189Actually since Uber has been around fatal accidents have droppedSo I am gambling everytime I drivebut I like my odds  Insurance is for suckas","Jan 13, 2017","1","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-1",1,346,"It comes down to liability coverages  Your personal policy has these coverages  As long as you put the claim in with Uber if you had passengers in the car or your personal insurance if you did not then you are fine  Your insurance company will tell you that you have to have this coverage but in reality you do not  You are putting a lot more miles on your car and you are driving at strange times late night where the chance for an accident are higher   Paying an extra 1000 for car insurance is not worth it in my opinion  If I was forced to do it then I would retire from Uber driving and I think most other people would as well  Consider people that deliver pizzas  They dont pay anymore for insurance  You dont tell the insurance company  It is as simple as that  If they asksay no I do not drive rideshareIf they want to crackdown on this Uber can simply report all of us to our insurance companies or double check with our insurance companies that we have the appropriate coverages  But they dont want to reduce their driving forceThe simple solution here is for Uber to work with insurance companies and come up with reasonable risk policies that are affordable  If not the whole thing will fall apartIf you consider the riskthese are LIFETIME oddsThe odds of dying in a car crash in Maryland are 1 in 12750The odds of being involved in a car crash with fatalities is 1 in 6189Actually since Uber has been around fatal accidents have droppedSo I am gambling everytime I drivebut I like my odds  Insurance is for suckas"
"Mattio41","leosc said450 for ridesharing coverageor450 personal  ridesharing coverageClick to expandRideshare insurance for period 1 My personal insurance is additional","Jan 13, 2017","1","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-1",4,346,"  450 for ridesharing coverageor450 personal  ridesharing coverage Rideshare insurance for period 1 My personal insurance is additional"
"Mattio41","kupalka saidIts sad that most drivers dont even know how our insurance works when driving for UBeruber will cover you to the starting point that you accept the Ping request up to the end of the trip dropping off the passenger the time beyond that your personal insurance is what will kick in but unfortunately a lot of these drivers dont even inform their personal insurance that they are using the vehicle for rideshare and of which if the Ins companies found out they will either drop you or will not assume the claim if you hurt or kill somebodyClick to expandFor the most part you are right Most do not know how it works As explained to me there three periods to a RidesharePeriod 1 You are actively driving around but have not accepted a ping and you do not have a passanger This is where your personal insurance is to cover you Most Insurance companies will kick you out if they know you are acting as a ridesharePeriod 2 You have accepted a ping and you are on transit to pick up the customer Covered by UberPeriod 3 You have picked up a passanger and are actively engaged in the trip Covered by UberOnce you slide the app that you have completed the ride you resort back to Period 1","Jan 13, 2017","1","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-1",4,346,"  Its sad that most drivers dont even know how our insurance works when driving for UBeruber will cover you to the starting point that you accept the Ping request up to the end of the trip dropping off the passenger the time beyond that your personal insurance is what will kick in but unfortunately a lot of these drivers dont even inform their personal insurance that they are using the vehicle for rideshare and of which if the Ins companies found out they will either drop you or will not assume the claim if you hurt or kill somebody For the most part you are right Most do not know how it works As explained to me there three periods to a RidesharePeriod 1 You are actively driving around but have not accepted a ping and you do not have a passanger This is where your personal insurance is to cover you Most Insurance companies will kick you out if they know you are acting as a ridesharePeriod 2 You have accepted a ping and you are on transit to pick up the customer Covered by UberPeriod 3 You have picked up a passanger and are actively engaged in the trip Covered by UberOnce you slide the app that you have completed the ride you resort back to Period 1"
"senorCRV","I guess their question was  How much more did the coverage cost youIE  I was paying X per period before and I am paying Y per period now  So YX  additional costGeico is stupid BTW  You have to keep calling in until someone is willing to do rideshare endorsement otherwise they are selling you full commercialI paid 200 a half for full coverage before and was quoted 980 1290 970 AND 980 again before I called in the 5th time and got a CSR willing to sell me rideshare coverage Must have a lower bonus and my rate went from 200 a half to 289 a halfSince then Ive actually switched to Erie who is 205 a half for better coverage including a much more inclusive rideshare policy half the deductible","Jan 13, 2017","1","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-1",1,346,"I guess their question was  How much more did the coverage cost youIE  I was paying X per period before and I am paying Y per period now  So YX  additional costGeico is stupid BTW  You have to keep calling in until someone is willing to do rideshare endorsement otherwise they are selling you full commercialI paid 200 a half for full coverage before and was quoted 980 1290 970 AND 980 again before I called in the 5th time and got a CSR willing to sell me rideshare coverage Must have a lower bonus and my rate went from 200 a half to 289 a halfSince then Ive actually switched to Erie who is 205 a half for better coverage including a much more inclusive rideshare policy half the deductible"
"POOLKiller","In VA Geico has a rideshare policy that replaces your personal policy In my case I was paying around 400 every six months for personal coverage Once I switched to Geico rideshare different policy not just an addon it jumped up to 1800 per year They sell the rideshare coverage on a yearly basis vs six months like their personal polices","Jan 13, 2017","1","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-1",4,346,"In VA Geico has a rideshare policy that replaces your personal policy In my case I was paying around 400 every six months for personal coverage Once I switched to Geico rideshare different policy not just an addon it jumped up to 1800 per year They sell the rideshare coverage on a yearly basis vs six months like their personal polices"
"kupalka","Mattio41 saidFor the most part you are right Most do not know how it works As explained to me there three periods to a RidesharePeriod 1 You are actively driving around but have not accepted a ping and you do not have a passanger This is where your personal insurance is to cover you Most Insurance companies will kick you out if they know you are acting as a ridesharePeriod 2 You have accepted a ping and you are on transit to pick up the customer Covered by UberPeriod 3 You have picked up a passanger and are actively engaged in the trip Covered by UberOnce you slide the app that you have completed the ride you resort back to Period 1Click to expandYou did your homeworkyou are absolutely CORRECT Imagine you just drop off a pax in downtown and end the trip you drive around to look for a standing parking spot to wait for a ping and you hit a pedestrian on a crosswalk because you are busy looking at your phone Guess who they are going to sue or go after Uber will tell you to go fk yourself not my responsibility","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",8,346,"  For the most part you are right Most do not know how it works As explained to me there three periods to a RidesharePeriod 1 You are actively driving around but have not accepted a ping and you do not have a passanger This is where your personal insurance is to cover you Most Insurance companies will kick you out if they know you are acting as a ridesharePeriod 2 You have accepted a ping and you are on transit to pick up the customer Covered by UberPeriod 3 You have picked up a passanger and are actively engaged in the trip Covered by UberOnce you slide the app that you have completed the ride you resort back to Period 1 You did your homeworkyou are absolutely CORRECT Imagine you just drop off a pax in downtown and end the trip you drive around to look for a standing parking spot to wait for a ping and you hit a pedestrian on a crosswalk because you are busy looking at your phone Guess who they are going to sue or go after Uber will tell you to go fk yourself not my responsibility"
"NOVA yuppie","The answer to this question is difficult and varies widely ergo your age sex car driving historyin my particular situation I went from paying 50 per month for my car to 95 per month  Extra 45 bucks was worth the peace of mind for me here in Virginia My rates were a bit lower  compared to others responding to this forum  as I was evaluated at working part time 2 days per weekThe folks in the TNC branch of Geico are very well informed as to the lingo of ridesharing and were very helpful and worked with me to get me driving legally I was quite impressed  They further indicated  when I asked them who I call during an accident first they were clear that Geico is the first call and the rideshare insurance provided by the TNC company will act as an  umbrella This policy replaces my personal automobile insurance and covers me fulltime","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",4,346,"The answer to this question is difficult and varies widely ergo your age sex car driving historyin my particular situation I went from paying 50 per month for my car to 95 per month  Extra 45 bucks was worth the peace of mind for me here in Virginia My rates were a bit lower  compared to others responding to this forum  as I was evaluated at working part time 2 days per weekThe folks in the TNC branch of Geico are very well informed as to the lingo of ridesharing and were very helpful and worked with me to get me driving legally I was quite impressed  They further indicated  when I asked them who I call during an accident first they were clear that Geico is the first call and the rideshare insurance provided by the TNC company will act as an  umbrella This policy replaces my personal automobile insurance and covers me fulltime"
"kupalka","NOVA yuppie saidThe answer to this question is difficult and varies widely ergo your age sex car driving historyin my particular situation I went from paying 50 per month for my 2014 zoom zoom to 95 per month  Extra 45 bucks was worth the peace of mind for me here in Virginia My rates were a bit lower  compared to others responding to this forum  as I was evaluated at working part time 2 days per weekThe folks in the TNC branch of Geico are very well informed as to the lingo of ridesharing and were very helpful and worked with me to get me driving legally I was quite impressed  They further indicated  when I asked them who I call during an accident first they were clear that Geico is the first call and the rideshare insurance provided by the TNC company will act as an  umbrella This policy replaces my personal automobile insurance and covers me fulltimeClick to expandThats is correctmy Geico policy is the primary and Uber Ins James River Insurance Company is the umbrella Exactly what the Geico rep also told me","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",8,346,"  The answer to this question is difficult and varies widely ergo your age sex car driving historyin my particular situation I went from paying 50 per month for my 2014 zoom zoom to 95 per month  Extra 45 bucks was worth the peace of mind for me here in Virginia My rates were a bit lower  compared to others responding to this forum  as I was evaluated at working part time 2 days per weekThe folks in the TNC branch of Geico are very well informed as to the lingo of ridesharing and were very helpful and worked with me to get me driving legally I was quite impressed  They further indicated  when I asked them who I call during an accident first they were clear that Geico is the first call and the rideshare insurance provided by the TNC company will act as an  umbrella This policy replaces my personal automobile insurance and covers me fulltime Thats is correctmy Geico policy is the primary and Uber Ins James River Insurance Company is the umbrella Exactly what the Geico rep also told me"
"Mattio41","kupalka saidYou did your homeworkyou are absolutely CORRECT Imagine you just drop off a pax in downtown and end the trip you drive around to look for a standing parking spot to wait for a ping and you hit a pedestrian on a crosswalk because you are busy looking at your phone Guess who they are going to sue or go after Uber will tell you to go fk yourself not my responsibilityClick to expandI could imagine it I said to myself as long as I am doing this lets make sure we are covered properly","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",4,346,"  You did your homeworkyou are absolutely CORRECT Imagine you just drop off a pax in downtown and end the trip you drive around to look for a standing parking spot to wait for a ping and you hit a pedestrian on a crosswalk because you are busy looking at your phone Guess who they are going to sue or go after Uber will tell you to go fk yourself not my responsibility I could imagine it I   to myself as long as I am doing this lets make sure we are covered properly"
"iworkforuberriders","CrazyFemaleDriver saidIf the driver wasnt online then he wasnt working under Uber right  If he was online waiting for a ping or had a PAX I could see it falling under Uber Otherwise no  Am I wrongClick to expandLol it didnt even make sense You are not wrong If youre not online then Uber is NOT at fault so Im really confused as to why they would sue","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",2,346,"  If the driver wasnt online then he wasnt working under Uber right  If he was online waiting for a ping or had a PAX I could see it falling under Uber Otherwise no  Am I wrong Lol it didnt even make sense You are not wrong If youre not online then Uber is NOT at fault so Im really confused as to why they would sue"
"kupalka","iworkforuberriders saidLol it didnt even make sense If youre not online then Uber is NOT at fault so Im really confused as to why they would sueClick to expandBeingonline and no request and waiting for a ping you are on your ownPeriod 1 your rideshare insurance will cover but if you dont have one and all you have is your personal insurance and something happened your Fked and your personal insurance wont cover you","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",8,346,"  Lol it didnt even make sense If youre not online then Uber is NOT at fault so Im really confused as to why they would sue Beingonline and no request and waiting for a ping you are on your ownPeriod 1 your rideshare insurance will cover but if you dont have one and all you have is your personal insurance and something happened your Fked and your personal insurance wont cover you"
"New2This","leosc saidHi fellowsI have seen so many accidents latelyThere are many Uber drivers now The risk is so highHow much do you guys pay for the cost of Geico Ridesharing InsuranceClick to expand 200 down 150monthAre you in VA If so thats all thats available","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",22,346,"  Hi fellowsI have seen so many accidents latelyThere are many Uber drivers now The risk is so highHow much do you guys pay for the cost of Geico Ridesharing Insurance  200 down 150monthAre you in VA If so thats all thats available"
"leosc","New2This said200 down 150monthAre you in VA If so thats all thats availableClick to expandIm in MarylandWhat about Erie Insurance","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",17,346,"  200 down 150monthAre you in VA If so thats all thats available Im in MarylandWhat about Erie Insurance"
"leosc","Period 1 App TURNED ON NO RIDER If you have personal insurance you will also be covered by Uber insurance if your personal insurance doesnt coveris this true","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",17,346,"Period 1 App TURNED ON NO RIDER If you have personal insurance you will also be covered by Uber insurance if your personal insurance doesnt coveris this true"
"NITWITone","leosc saidIm in MarylandWhat about Erie InsuranceClick to expandMines only 24800 a month for a year thats geico in maryland but remember this is for a year not 6 months for other insurance","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",3,346,"  Im in MarylandWhat about Erie Insurance Mines only 24800 a month for a year thats geico in maryland but remember this is for a year not 6 months for other insurance"
"CivicMindedMan","GEICO offered me full coverage which includes Phases III and III for about 200month Not too shabbyAllstate now offers Ride For Hire coverage but according to the Geico rep they dont include all 3 phases Ill contact them next week about that","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",1,346,"GEICO offered me full coverage which includes Phases III and III for about 200month Not too shabbyAllstate now offers Ride For Hire coverage but according to the Geico rep they dont include all 3 phases Ill contact them next week about that"
"NOVA yuppie","CivicMindedMan saidGEICO offered me full coverage which includes Phases III and III for about 200month Not too shabbyAllstate now offers Ride For Hire coverage but according to the Geico rep they dont include all 3 phases Ill contact them next week about thatClick to expandI went round and round with Allstate independent agents before settling with Geico and they either didnt know about TNC insurance or didnt want to touch it with a 10 foot pole  Geico seems to be the way to go","Jan 13, 2017","2","the-cost-of-geico-ridesharing-insurance-is","https://uberpeople.net/threads/the-cost-of-geico-ridesharing-insurance-is.132807/page-2",4,346,"  GEICO offered me full coverage which includes Phases III and III for about 200month Not too shabbyAllstate now offers Ride For Hire coverage but according to the Geico rep they dont include all 3 phases Ill contact them next week about that I went round and round with Allstate independent agents before settling with Geico and they either didnt know about TNC insurance or didnt want to touch it with a 10 foot pole  Geico seems to be the way to go"
